,clean_msg,target,char_count,word_count,digit_count,question_count,exclamation_count,dollar_count,cap_ratio,unique_words,repitition_factor,sentiment
4751,still maybe leave credit card get gas get back like told,0,99,11,0,0,0,0,0.030303030303030304,10,1.1,0.5994
4752,weekly colombo tone ready download week new tone include crazy frugal akonlonely black piedmont info,1,160,15,3,0,1,0,0.11875,14,1.0714285714285714,0.0258
4753,well boy glad wasted night appleseed nothing,0,62,7,0,0,0,0,0.04838709677419355,7,1.0,0.2263
4754,cashbincouk get lot cash weekend wwwcashbincouk dear welcome weekend got biggest best ever cash give away,1,155,16,0,0,3,0,0.06451612903225806,14,1.1428571428571428,0.8689
4755,wan look,0,34,2,1,1,0,0,0.058823529411764705,2,1.0,0.0
4756,wan lunch canteen,0,40,3,1,0,0,0,0.025,3,1.0,0.0
4757,make life stressful always find time laugh may add year life surely add life year god first dream,0,157,18,1,0,3,0,0.044585987261146494,14,1.2857142857142858,0.743
4758,hey look like wrong one kappa guy number still phone want text see around,0,133,14,0,0,0,0,0.015037593984962405,14,1.0,-0.0
4759,urgent mobile number awarded £<num> prize guaranteed call <num> land line claim <num> valid ppm,1,143,15,24,0,1,1,0.14685314685314685,14,1.0714285714285714,0.7964
4760,thanks continued support question week enter draw £<num> cash name new president text <num>,1,138,14,11,1,0,1,0.06521739130434782,14,1.0,0.6808
4761,home doc gave pain bed say everything fine,0,56,8,0,0,0,0,0.03571428571428571,8,1.0,-0.3612
4762,ard rest ard leastwhich price bdrm,0,89,6,11,0,0,3,0.033707865168539325,5,1.2,0.0
4763,lovely night xxx,0,31,3,0,0,1,0,0.06451612903225806,3,1.0,0.5859
4764,prepare pleasured,0,26,2,0,0,0,0,0.038461538461538464,2,1.0,0.5106
4765,technical supportproviding assistance customer call email,0,83,6,0,0,0,0,0.012048192771084338,6,1.0,0.0
4766,text way cup stop work bus,0,76,6,0,0,0,0,0.05263157894736842,6,1.0,-0.296
4767,whens radio show,0,22,3,0,1,0,0,0.045454545454545456,3,1.0,0.0
4768,unique user <num> removal send stop <num> customer service <num>,1,89,10,20,0,0,0,0.0898876404494382,8,1.25,-0.296
4769,sure still available though,0,42,4,0,0,0,0,0.023809523809523808,4,1.0,0.3182
4770,whatever relation built dis world thing remains atlas online lot lot memory feeling,0,120,13,0,0,1,0,0.008333333333333333,12,1.0833333333333333,0.128
4771,cheer lou yeah goodie shame neva came gail,0,62,8,0,0,2,0,0.7419354838709677,8,1.0,0.34
4772,got money,0,24,2,0,0,0,0,0.041666666666666664,2,1.0,0.0
4773,mobile list added contact list wwwfullonsmscom great place send free sims people visit fullonsmscom,0,158,14,0,0,0,0,0.02531645569620253,13,1.0769230769230769,0.8126
4774,tell wat time coming later,0,46,5,0,0,0,0,0.021739130434782608,5,1.0,0.0
4775,repeat instruction wat road name house,0,61,6,0,1,0,0,0.03278688524590164,6,1.0,0.0
4776,many people seems special first sight remain special till last sight maintain till life end shia,0,156,16,0,0,1,0,0.02564102564102564,13,1.2307692307692308,0.6597
4777,quite dun tell wait get complacent,0,53,6,0,0,0,0,0.03773584905660377,6,1.0,-0.0772
4778,sorry completely forgot pop round week still,0,73,7,0,1,0,0,0.0136986301369863,7,1.0,-0.0772
4779,beautiful girl live ever seen baby come common room,0,87,9,0,0,0,0,0.7586206896551724,9,1.0,0.5994
4780,cant see join denis mind denis want alone time,0,74,9,0,1,0,0,0.02702702702702703,8,1.125,-0.3794
4781,sen told going join uncle finance,0,58,6,0,0,0,0,0.017241379310344827,6,1.0,0.296
4782,yup hey one day fri ask mia jain take leave karaoke,0,79,11,0,0,0,0,0.02531645569620253,11,1.0,-0.34
4783,call entail sec,0,32,3,0,0,0,0,0.03125,3,1.0,0.0
4784,especially since talk boston personal statement low would changed realized said nyx say boston,0,147,14,0,0,2,0,0.02040816326530612,13,1.0769230769230769,-0.2732
4785,indeed way either,0,51,3,0,0,1,0,0.0196078431372549,3,1.0,0.0
4786,urgent call <num>from landline complimentary ibiza holiday £<num> cash await collection see box ski twp ppm,1,146,16,27,0,0,1,0.13013698630136986,16,1.0,0.7783
4787,holy living christ taking long,0,45,5,0,0,0,0,0.022222222222222223,5,1.0,0.0
4788,wat eat tonight,0,28,3,0,0,0,0,0.03571428571428571,3,1.0,0.0
4789,yup coming back sun finish dinner going back hotel time fly tog exactly mph today hope many myth come,0,157,19,2,0,0,0,0.03184713375796178,18,1.0555555555555556,0.4404
4790,opposite side dropped,0,56,3,0,0,0,0,0.017857142857142856,3,1.0,0.0
4791,yup izmit still raining heavily art cannot outside,0,68,8,0,0,0,0,0.029411764705882353,8,1.0,0.0
4792,send resume,0,22,2,0,0,0,0,0.045454545454545456,2,1.0,0.0
4793,luck exam,0,22,2,1,0,0,0,0.045454545454545456,2,1.0,0.4588
4794,ask next sat make,0,84,4,0,0,0,0,0.023809523809523808,4,1.0,0.0
4795,sorry uncle ill keep touch,0,43,5,0,0,0,0,0.046511627906976744,5,1.0,-0.4767
4796,saw guy doll last night patrick wayne great,0,62,8,0,0,0,0,0.08064516129032258,8,1.0,0.6249
4797,urgent attempt contact £<num> prize yesterday still awaiting collection claim call <num>,1,135,12,15,0,0,1,0.1925925925925926,12,1.0,0.6249
4798,santa calling would little one like call santa xmas eve call <num> book time calls<num>ppm last mind wwwsantacallingcom,1,158,18,17,1,1,0,0.056962025316455694,16,1.125,0.3008
4799,come home want miserable,0,46,4,0,0,0,0,0.043478260869565216,4,1.0,-0.4404
4800,done know shes getting message,0,47,5,0,0,0,0,0.02127659574468085,5,1.0,0.0
4801,cool tyler take gonna buy drop place later tonight total order quarter got enough,0,151,14,0,1,0,0,0.006622516556291391,14,1.0,0.0516
4802,guy car shop flirting got phone number paperwork called texted nervous course may address call bos tell knowing may get fired,0,240,21,0,1,0,0,0.0125,20,1.05,-0.5574
4803,reverse cheating mathematics,0,45,3,0,0,0,0,0.044444444444444446,3,1.0,-0.5574
4804,plan manage,0,30,2,0,0,0,0,0.03333333333333333,2,1.0,0.0
4805,hello thing quite plan limping slowly home followed exhaust hanging,0,110,10,0,0,0,0,0.00909090909090909,10,1.0,-0.296
4806,sorry delay yes master,0,32,4,0,0,0,0,0.0625,4,1.0,0.0258
4807,call finish come pick,0,43,4,0,0,0,0,0.023255813953488372,4,1.0,0.0
4808,private <num> account statement <num> show unredeemed bonus point claim call <num> identifier code <num> expires <num>,1,153,17,36,0,1,0,0.10457516339869281,13,1.3076923076923077,0.5423
4809,yoga left phone home saw message hope good great weekend,0,110,10,0,0,0,0,0.03636363636363636,10,1.0,0.872
4810,worry though understand important put place poorly thought punishment face worst thing ever happened bob gonna kill,0,201,17,0,0,0,0,0.01990049751243781,17,1.0,-0.9337
4811,honey plus find much sell predicted nigeria many time used important reply monday,0,151,13,0,0,0,0,0.033112582781456956,13,1.0,0.2023
4812,admin building might slightly earlier call reaching,0,86,7,0,1,0,0,0.03488372093023256,7,1.0,0.1372
4813,fri swing room whenever,0,46,4,0,0,0,0,0.021739130434782608,4,1.0,0.0
4814,call list min,0,41,3,0,0,0,0,0.0,3,1.0,0.0
4815,ummmmmaah many many happy return day dear sweet heart happy birthday dear,0,84,12,0,0,0,0,0.17857142857142858,9,1.3333333333333333,0.9393
4816,home work meh,0,27,3,0,0,0,0,0.037037037037037035,3,1.0,-0.0772
4817,anything valuable situation first getting second loosing,0,98,7,1,0,0,0,0.05102040816326531,7,1.0,0.4767
4818,mark taking forever pick prescription pain coming back,0,86,8,0,0,0,0,0.023255813953488372,8,1.0,-0.5106
4819,paper,0,15,1,0,1,0,0,0.06666666666666667,1,1.0,0.0
4820,got smaller capacity one quite sex,0,37,6,0,1,0,0,0.05405405405405406,6,1.0,0.0
4821,check choose babe video smsshsexnetun fgkslpopw fgkslpo,1,69,7,0,0,0,0,0.14492753623188406,7,1.0,0.0
4822,good thinking,0,42,2,0,0,1,0,0.047619047619047616,2,1.0,0.4404
4823,winner ave specially selected receive £<num> cash holiday flight inc speak live operator claim <num>pmin,1,151,15,22,0,0,1,0.006622516556291391,15,1.0,0.7579
4824,,0,7,0,0,0,0,0,0.0,0,,0.0
4825,thought bout drink tap smile seven pub gas broad canal,0,111,10,0,1,0,0,0.036036036036036036,10,1.0,0.3612
4826,going sleep tired travel,0,42,4,0,0,0,0,0.047619047619047616,4,1.0,-0.4404
4827,hama thinking,0,29,2,0,0,0,0,0.06896551724137931,2,1.0,0.0
4828,yup giving problem may jus leave,0,68,6,0,0,0,0,0.014705882352941176,6,1.0,-0.128
4829,low trying make day little interesting,0,62,6,0,0,0,0,0.03225806451612903,6,1.0,0.079
4830,long get reply defer admission til next semester,0,69,8,0,0,0,0,0.014492753623188406,8,1.0,-0.296
4831,word checkmate chess come persian phrase shah matt mean king dead woodworking good day,0,139,14,0,0,0,0,0.050359712230215826,14,1.0,-0.34
4832,need job aha,0,38,3,0,0,0,0,0.05263157894736842,3,1.0,0.0
4833,rat hey ever vote next theme,0,46,6,0,1,0,0,0.043478260869565216,6,1.0,0.0
4834,new mobile <num> must text nokia <num> collect today www<num>tcbiz output <num>gbpmtmsg<num> auction,1,152,13,28,0,2,1,0.19736842105263158,12,1.0833333333333333,0.0
4835,hope pee burn tone,0,29,4,0,0,0,0,0.034482758620689655,4,1.0,0.4404
4836,rite well best mate pete went week eva longer week,0,121,10,2,0,0,0,0.7272727272727273,9,1.1111111111111112,0.743
4837,may cannot wait party together,0,33,5,0,0,1,0,0.030303030303030304,5,1.0,-0.3089
4838,photo make computer shut,0,42,4,0,0,0,0,0.0,4,1.0,0.0
4839,boy made fun today problem sent one message fun,0,89,9,0,0,0,0,0.033707865168539325,8,1.125,0.5994
4840,one issue california okay snow manageable,0,74,6,0,0,0,0,0.02702702702702703,6,1.0,0.2263
4841,private <num> account statement show unredeemed point call <num> identifier code <num> expires <num>,1,135,14,28,0,1,0,0.1259259259259259,11,1.2727272727272727,0.0
4842,hmm may try shopping area one forgot name hotel,0,71,9,0,0,0,0,0.028169014084507043,9,1.0,0.0
4843,awesome gonna soon later tonight,0,45,5,0,1,0,0,0.022222222222222223,5,1.0,0.6249
4844,need detail online job,0,37,4,0,0,0,0,0.02702702702702703,4,1.0,0.0
4845,valued danone customer computer picked win £<num> prize collect easy call <num>,1,134,12,14,0,1,1,0.12686567164179105,12,1.0,0.9169
4846,missing hooray shah allah,0,33,4,0,0,0,0,0.030303030303030304,4,1.0,0.2732
4847,plus help tell ashley cant find number,0,54,7,0,0,0,0,0.037037037037037035,7,1.0,0.3565
4848,escape theatre going watch avalon minute,0,69,6,0,0,0,0,0.13043478260869565,6,1.0,0.1779
4849,increase chance winning,0,43,3,0,0,0,0,0.023255813953488372,3,1.0,0.7717
4850,either way work list year old hope bother,0,81,8,0,0,0,0,0.024691358024691357,8,1.0,0.128
4851,maybe find something else instead,0,53,5,0,3,0,0,0.018867924528301886,5,1.0,0.0
4852,gain right lifelong demand trying husband toilet see,0,76,8,0,0,0,0,0.02631578947368421,8,1.0,0.4404
4853,liked new house,0,22,3,0,0,0,0,0.045454545454545456,3,1.0,0.4215
4854,fine hope also,0,27,3,0,0,0,0,0.07407407407407407,3,1.0,0.5719
4855,also north carolina texas atm would gre site pay test result sent,0,109,12,0,0,0,0,0.009174311926605505,12,1.0,-0.1027
4856,,0,12,0,0,0,0,0,0.08333333333333333,0,,0.0
4857,yes baby need stretch open pussy,0,44,6,0,0,2,0,0.022727272727272728,6,1.0,0.4019
4858,thanks bomb date phone wanted say,0,57,6,0,0,2,0,0.03508771929824561,6,1.0,-0.0772
4859,,0,5,0,0,0,0,0,0.2,0,,0.0
4860,hey guy know breathing neck get bud anyway would able get half track tonight,0,121,14,0,1,0,0,0.01652892561983471,13,1.0769230769230769,0.0
4861,response one powerful weapon occupy place others heart always give response care god night dreamlike care,0,154,16,3,0,0,0,0.05844155844155844,14,1.1428571428571428,0.8442
4862,nokia phone lovely,0,22,3,0,0,0,0,0.045454545454545456,3,1.0,0.5859
4863,free messagethanks using auction subscription service <num>pmsgrcvd skip auction text unsubscribe text stop customercare <num>,1,159,15,18,0,0,0,0.2138364779874214,13,1.1538461538461537,0.2732
4864,bored housewife chat date <num> binational rate spain landline,1,95,9,13,0,4,0,0.042105263157894736,9,1.0,-0.2732
4865,sorry today wont come play driving class,0,58,7,0,0,0,0,0.017241379310344827,7,1.0,-0.3261
4866,really sorry lit hair fire,0,40,5,0,0,0,0,0.05,5,1.0,-0.4576
4867,shit thought trip loooooool make much sense grin sofa reference sleep couch link sent went trip babe celebration rent,0,297,19,0,2,2,0,0.037037037037037035,18,1.0555555555555556,-0.128
4868,key donkey swashbuckling stuff,0,39,4,0,0,0,0,0.02564102564102564,4,1.0,0.0
4869,watching cartoon listening music amp eve temple amp church,0,92,9,0,1,0,0,0.021739130434782608,8,1.125,0.0
4870,tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face list joker face,0,158,21,9,0,0,0,0.05063291139240506,12,1.75,0.0772
4871,dip cell dead coming better respond else shall come back,0,82,10,0,0,0,0,0.036585365853658534,10,1.0,-0.34
4872,well know mean texting,0,35,4,0,0,0,0,0.08571428571428572,4,1.0,0.2732
4873,dis niue would happy work gek<num>,0,65,6,4,0,0,0,0.015384615384615385,6,1.0,0.5719
4874,low oops sorry fun,0,26,4,0,0,2,0,0.11538461538461539,4,1.0,0.2263
4875,wat happened cruise thing,0,32,4,0,0,0,0,0.03125,4,1.0,0.0
4876,know dat feeling pete would get luther place luther time may,0,85,11,0,1,1,0,0.03529411764705882,10,1.1,0.128
4877,lyricalladie<num>f inviting friend reply yes see wwwsmsacuhmmross stop send stop find <num>,1,137,12,13,1,0,0,0.17518248175182483,11,1.0909090909090908,0.5859
4878,world happiest fund never character dey best understanding difference,0,126,9,0,0,0,0,0.015873015873015872,9,1.0,0.21
4879,polyphonic tone mob every week text <num> tone free get latin tell friend peptone reply info,1,147,16,15,0,2,0,0.14285714285714285,15,1.0666666666666667,0.7579
4880,yeah open chat click friend list make list easy pie,0,75,10,0,0,0,0,0.04,9,1.1111111111111112,0.8074
4881,alright tyler got minor crisis home sooner thought asap,0,92,9,0,0,0,0,0.0,9,1.0,-0.4767
4882,whether pick,0,27,2,0,0,0,0,0.07407407407407407,2,1.0,0.0
4883,usual call ard smith,0,35,4,2,0,0,0,0.02857142857142857,4,1.0,0.0
4884,new theory argument win situation loses person done argue friend kick amp say always correct,0,145,15,0,0,1,0,0.13793103448275862,15,1.0,0.2023
4885,many thing antibiotic used chest abdomen gone infection even bone infection,0,113,11,0,0,0,0,0.008849557522123894,10,1.1,0.0
4886,poor girl cannot one day lao,0,31,6,0,0,0,0,0.03225806451612903,6,1.0,-0.4767
4887,time,0,22,1,1,0,0,0,0.045454545454545456,1,1.0,0.0
4888,today danone number ending <num> selected receive £<num> award number match call <num> receive £<num> award,1,148,16,21,0,0,2,0.02027027027027027,11,1.4545454545454546,0.8225
4889,plus make note shes exposed also find school anyone else vomiting dog cat house let know later,0,166,17,0,1,0,0,0.024096385542168676,17,1.0,-0.0772
4890,japanese proverb one none must indian version one let none leave finally kerala version one stop none make strike,0,276,19,0,0,2,0,0.11956521739130435,14,1.3571428571428572,-0.1734
4891,sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath,0,171,20,0,1,0,0,0.017543859649122806,19,1.0526315789473684,0.8689
4892,worse half way stop better complete,0,76,6,0,0,0,0,0.02631578947368421,6,1.0,-0.34
4893,miserable tell side effect birth control massive gut wrenching cramp first month sleep last night,0,158,15,1,0,0,0,0.0189873417721519,15,1.0,-0.6124
4894,send new number,0,22,3,0,0,0,0,0.045454545454545456,3,1.0,0.0772
4895,convey regard,0,24,2,0,0,0,0,0.041666666666666664,2,1.0,0.0
4896,want latest video handset anytime network mind half price line rental reply call <num> delivery tomorrow,1,132,16,14,3,0,0,0.030303030303030304,16,1.0,0.0772
4897,half year missed friendship,0,44,4,1,0,0,0,0.0,4,1.0,0.1779
4898,cant pick phone right plus send message,0,51,7,0,0,0,0,0.0392156862745098,7,1.0,0.0
4899,fuck sake like tallahassee,0,44,4,0,0,0,0,0.022727272727272728,4,1.0,-0.25
4900,hama first person gonna ask,0,47,5,0,0,0,0,0.0425531914893617,5,1.0,0.0
4901,guaranteed latest nokia phone page ipod mph player £<num> prize text word collect <num> ltd ldnw<num>h <num>pmtmsgrcvd<num>,1,145,17,18,0,2,1,0.15862068965517243,17,1.0,0.5106
4902,taka wat time wan come look,0,44,6,2,1,0,0,0.045454545454545456,6,1.0,0.0
4903,free polyphonic ringtone text super <num> get free poly tone week pobox<num> subscription <num>pw,1,134,14,16,0,1,0,0.3582089552238806,13,1.0769230769230769,0.8885
4904,reaching another stop,0,34,3,1,0,0,0,0.029411764705882353,3,1.0,-0.1027
4905,mean post wrote like many time written stuff let sit feeling time angry left hit send stop checked phone got car said sleep bored would time clean fold laundry etc least make bed,0,415,33,0,2,0,0,0.03855421686746988,31,1.064516129032258,-0.2263
4906,warner village <num> colin farrell swat wend warner village get free med popcornjust show msgticketkioskvalid <num> kiosk reply sony film offer,1,181,21,11,0,1,0,0.11049723756906077,18,1.1666666666666667,0.5106
4907,come online today night,0,32,4,0,0,0,0,0.03125,4,1.0,0.0
4908,anything special,0,22,2,0,1,0,0,0.045454545454545456,2,1.0,0.4019
4909,solihull want anything,0,40,3,0,1,0,0,0.025,3,1.0,0.0772
4910,good day,0,24,2,0,0,0,0,0.08333333333333333,2,1.0,0.4404
4911,regret inform made mistake never actually bornplease report local hospital terminated sorry inconvenience,0,160,13,3,0,0,0,0.79375,13,1.0,-0.7906
4912,love holiday monday feeling even dentist hour,0,80,7,0,0,0,0,0.0375,7,1.0,0.8126
4913,way liqueur,0,27,2,0,0,0,0,0.037037037037037035,2,1.0,0.0
4914,goal arsenal henry liverpool henry score simple shot yard pas bergamo give arsenal goal margin mind,1,155,16,7,0,1,0,0.04516129032258064,13,1.2307692307692308,0.0
4915,already got flaky parent snot supposed child job support parent ride age anyway supposed support hurt unintentional hurt nonetheless,0,237,19,0,0,0,0,0.029535864978902954,15,1.2666666666666666,-0.34
4916,took hooch walk today fell splat grazed knee everything stayed home see tomorrow,0,133,13,0,0,5,0,0.03759398496240601,13,1.0,0.0
4917,dropped mow back,0,33,3,0,0,0,0,0.030303030303030304,3,1.0,0.0
4918,time tried contact pound prize claim easy call <num> per min btnationalrate,1,153,12,19,0,1,0,0.058823529411764705,12,1.0,0.7351
4919,sitting waiting everyone get suite take shower,0,80,7,0,0,0,0,0.025,7,1.0,0.0
4920,call see facebook huh,0,45,4,0,1,0,0,0.044444444444444446,4,1.0,0.0
4921,say never answer text confirmed,0,48,5,0,0,0,0,0.020833333333333332,5,1.0,0.0
4922,common hearing wat day let ask something different smile today god eng,0,148,12,0,4,0,0,0.05405405405405406,12,1.0,0.5574
4923,dear call urgent know whats problem want work problem least tell rating reply,0,156,13,0,0,0,0,0.038461538461538464,12,1.0833333333333333,-0.1779
4924,yah never cancel let hama,0,37,5,0,0,0,0,0.08108108108108109,5,1.0,0.1877
4925,normal pilate intro,0,49,3,1,0,0,0,0.02040816326530612,3,1.0,0.0
4926,let noe leave house,0,38,4,0,0,0,0,0.05263157894736842,4,1.0,-0.0516
4927,yes like torture watching england,0,48,5,0,1,0,0,0.020833333333333332,5,1.0,0.0772
4928,wanna art,0,22,2,0,1,1,0,0.09090909090909091,2,1.0,0.0
4929,hoping pissed remember gone sister something,0,96,6,0,0,1,0,0.010416666666666666,6,1.0,-0.34
4930,got take take part arc rally lemonade energy text rally <num> see pack lucozadecoukwrc could,1,159,15,8,1,2,0,0.1069182389937107,13,1.1538461538461537,0.2732
4931,sexychat girl waiting text text great night chatting send stop stop service,1,124,12,0,0,0,0,0.11290322580645161,10,1.2,0.1779
4932,good morning boston yummy lip sexy bun think crave need,0,149,10,0,6,1,0,0.04697986577181208,10,1.0,0.8658
4933,match startedindia list,0,37,3,1,0,0,0,0.02702702702702703,3,1.0,0.0
4934,free call sir,0,22,3,0,0,0,0,0.045454545454545456,3,1.0,0.5106
4935,hey want anything buy,0,33,4,0,0,0,0,0.030303030303030304,4,1.0,0.0772
4936,hey babe going ever figure going new year,0,83,8,0,2,0,0,0.04819277108433735,7,1.1428571428571428,0.0
4937,congratulation,0,24,1,0,0,0,0,0.041666666666666664,1,1.0,0.5994
4938,want know fuck,0,38,3,0,0,0,0,0.02631578947368421,3,1.0,-0.4939
4939,cancelled yeah baby well sound important understand darwin give ring later one love kate,0,129,14,0,0,1,0,0.023255813953488372,14,1.0,0.8074
4940,tomorrow want got court ltdecimalgt come bus stand,0,85,8,1,0,0,0,0.11764705882352941,8,1.0,0.0772
4941,home liao ask dad pick,0,45,5,1,1,0,0,0.044444444444444446,5,1.0,0.0
4942,org make wedding chapel frontierville get good stuff,0,87,8,0,2,0,0,0.022988505747126436,8,1.0,0.4404
4943,latin join back work soon mountain deer show huh watch liao nice,0,106,12,1,0,0,0,0.02830188679245283,12,1.0,0.6124
4944,check mail mailed karma kept copy regarding membershiptake carcinoma allah,0,95,10,0,0,0,0,0.010526315789473684,10,1.0,0.0
4945,wrong phone phone answer one assume people well,0,86,8,0,0,2,0,0.03488372093023256,7,1.1428571428571428,-0.25
4946,anyway think secure anything lemme know want drive south chill,0,107,10,0,0,0,0,0.028037383177570093,10,1.0,0.4019
4947,already back home probably,0,40,4,0,0,0,0,0.025,4,1.0,0.0
4948,great news call freephone <num> claim guaranteed £<num> cash £<num> gift speak live operator,1,118,14,19,0,2,2,0.16101694915254236,13,1.0769230769230769,0.7906
4949,amy sending free phone number couple day give access adult party,1,137,11,0,0,0,0,0.014598540145985401,11,1.0,0.743
4950,bus way calicut,0,33,3,0,0,0,0,0.030303030303030304,3,1.0,0.0
4951,probably much fun get message thought text bored james farting night,0,146,11,0,0,1,0,0.00684931506849315,11,1.0,0.296
4952,baby sat bloody bus wont home wanna something later call later orbit back jess xxx,0,136,15,3,1,0,0,0.0,14,1.0714285714285714,-0.4404
4953,welcome select service added benefit call specially trained advisor free mobile dialling,1,140,12,4,0,0,0,0.05714285714285714,12,1.0,0.8519
4954,lost pound since doc visit last week wood wood gonna celebrate stuffing face,0,100,13,1,0,2,0,0.03,12,1.0833333333333333,0.34
4955,coming back dinner rite dad ask confirm,0,64,7,1,1,0,0,0.03125,7,1.0,0.0
4956,master buy sale,0,73,3,0,0,0,0,0.0273972602739726,3,1.0,0.0
4957,ahhhhjust woken bad dream done like right didst know anything comedy night guess,0,146,13,0,0,1,0,0.00684931506849315,13,1.0,0.3612
4958,vicki got call number,0,39,4,0,0,0,0,0.02564102564102564,4,1.0,0.0772
4959,call lunch,0,32,2,0,1,0,0,0.03125,2,1.0,0.0
4960,mean left early check working,0,65,5,2,0,0,0,0.015384615384615385,5,1.0,0.0
4961,want list dado,0,41,3,0,1,0,0,0.024390243902439025,3,1.0,0.0772
4962,bit smile hypnos drop tear sorrow part heart life heart like mine care forever girlfriend,0,152,15,0,0,0,0,0.09868421052631579,14,1.0714285714285714,0.4019
4963,yup,0,9,1,0,0,0,0,0.1111111111111111,1,1.0,0.0
4964,want see pretty pussy,0,34,4,0,0,0,0,0.029411764705882353,4,1.0,0.5423
4965,dear voucher holder next meal use following link enjoy dining experiencehttpwwwvouch<num>mecometlpdiningasp,1,153,11,5,0,0,0,0.026143790849673203,11,1.0,0.7003
4966,people game mall kayla,0,66,4,0,0,0,0,0.030303030303030304,4,1.0,0.0
4967,urgent trying contact today draw show £<num> prize guaranteed call <num> land line claim <num> valid,1,159,16,21,0,1,1,0.13836477987421383,15,1.0666666666666667,0.6249
4968,donate £<num> united asian tsunami disaster support fund texting donate <num> £<num> added next bill,1,135,15,12,0,0,2,0.1111111111111111,13,1.1538461538461537,0.1027
4969,future planned tomorrow result today best present enjoy future,0,133,9,0,0,2,0,0.015037593984962405,8,1.125,0.8126
4970,want morrow got dear didst say time,0,125,7,1,0,0,0,0.032,7,1.0,0.4404
4971,supposed meet discus trip thought hui told afternoon thought lesson,0,132,10,0,1,0,0,0.030303030303030304,9,1.1111111111111112,0.0
4972,hey come online use man,0,44,5,0,0,1,0,0.06818181818181818,5,1.0,0.0
4973,fine hope good take care,0,42,5,0,0,0,0,0.07142857142857142,5,1.0,0.8689
4974,oops shower called hey parking garage collapsed university hospital see crazy stuff like happen,0,142,14,0,0,0,0,0.07042253521126761,14,1.0,-0.25
4975,poor thing dun wan eat bathe already,0,62,7,1,2,0,0,0.04838709677419355,7,1.0,-0.4767
4976,year tot knew dis would happen long ago already,0,54,9,0,0,0,0,0.037037037037037035,9,1.0,0.0
4977,gorgeous keep pix cumming thank,0,54,5,0,0,2,0,0.018518518518518517,5,1.0,0.7579
4978,boy late home father power friendship,0,54,6,1,0,0,0,0.3148148148148148,6,1.0,0.4404
4979,jade paul text remember armed want talk text,0,89,8,2,2,1,0,0.6853932584269663,7,1.1428571428571428,0.0772
4980,spending new year brother family let plan meet next week ready spoiled,0,111,12,0,1,0,0,0.02702702702702703,12,1.0,0.3612
4981,today,0,22,1,0,1,0,0,0.045454545454545456,1,1.0,0.0
4982,said okay sorry,0,22,3,0,0,0,0,0.09090909090909091,3,1.0,0.1531
4983,slept think time list dangerous,0,57,5,0,1,0,0,0.05263157894736842,5,1.0,-0.4767
4984,networking job,0,24,2,0,0,0,0,0.041666666666666664,2,1.0,0.0
4985,golding inviting friend reply yes see wwwsmsacugoldviking stop send stop find <num>,1,138,12,13,1,0,0,0.17391304347826086,11,1.0909090909090908,0.5859
4986,done let studying stress lar,0,38,5,1,0,0,0,0.05263157894736842,5,1.0,-0.4215
4987,keep busy,0,32,2,1,0,0,0,0.03125,2,1.0,0.0
4988,rushing working school rush hungry,0,70,5,0,0,0,0,0.04285714285714286,5,1.0,0.0
4989,channel,0,25,1,0,0,0,0,0.04,1,1.0,0.0
4990,telling could real valentine never pick nothing,0,96,7,0,1,2,0,0.125,7,1.0,0.0
4991,phone £<num> award today soda number ending xxx selected receive £<num> award match please call <num> quoting claim code <num> standard rate app,1,175,23,21,0,0,2,0.045714285714285714,20,1.15,0.8625
4992,made eta taunton <num> planned hope that's still okay good see xxx,0,95,12,4,1,3,0,0.031578947368421054,12,1.0,0.7717
4993,hungry buy smith home,0,27,4,0,0,0,0,0.037037037037037035,4,1.0,0.0
4994,hey kate hope give lunch somewhere drink town watershed bit pal formwork love peter,0,152,14,3,1,0,0,0.7236842105263158,14,1.0,0.7964
4995,drive read need write,0,42,4,0,0,0,0,0.047619047619047616,4,1.0,0.0
4996,looked addie back monday suck,0,61,5,0,0,0,0,0.03278688524590164,5,1.0,-0.4404
4997,happy new year hope good semester,0,51,6,0,0,0,0,0.0392156862745098,6,1.0,0.8591
4998,esplanade else,0,28,2,0,0,0,0,0.07142857142857142,2,1.0,0.0
4999,talk,0,22,1,0,0,0,0,0.045454545454545456,1,1.0,0.0
5000,mph head big ballet,0,26,4,0,0,0,0,0.07692307692307693,4,1.0,0.0
5001,well like actually called someone unto would worse,0,78,8,0,0,0,0,0.02564102564102564,8,1.0,0.128
5002,nope since ago travelled forgotten guy,0,51,6,0,0,0,0,0.0392156862745098,6,1.0,-0.2263
5003,still around looking pick later,0,42,5,0,1,0,0,0.047619047619047616,5,1.0,0.0
5004,congratulation awarded £<num> gift voucher £<num> gift guaranteed reentry £<num> wkly draw music <num> tic wwwldewcom<num>win<num>ppmx<num>age<num>,1,165,16,23,0,0,3,0.07878787878787878,13,1.2307692307692308,0.9081
5005,someone year list toyota camry like olayiwola mileage list kit clean need know much sell raise dough soon landing sell holly back,0,247,22,0,0,0,0,0.016194331983805668,20,1.1,0.6369
5006,guess pub happy pig clover whatever saying,0,80,7,0,1,1,0,0.025,7,1.0,0.5719
5007,ill soon,0,15,2,0,0,0,0,0.8,2,1.0,-0.4215
